blockNo,blockhash,ticket1,winningNumber1,ticket2,winningNumber2
3811868,59049,17398,6,811,11
3811869,22698,24013,13,22343,7
3811870,58400,62918,6,44175,15
3811871,54958,16634,10,19480,8
3811872,40519,12615,7,55638,6
3811873,20373,64546,2,49063,7
3811874,63560,62597,5,43299,3
3811875,39943,42712,8,49484,12
3811876,44965,35973,5,61648,0
3811877,6136,3460,4,40473,9
3811878,39991,10016,0,832,0
3811879,26726,3553,1,52339,3
3811880,53642,28398,14,18947,3
3811881,15937,51389,13,3030,6
3811882,50830,57280,0,22717,13
3811883,65016,8656,0,65268,4
3811884,589,5658,10,40688,0
3811885,33176,32250,10,57108,4
3811886,37084,19101,13,38777,9
3811887,41166,10306,2,57937,1
3811888,41548,58913,1,22356,4
3811889,48110,7555,3,4685,13
3811890,19247,63966,14,26248,8
3811891,57589,13839,15,16484,4
3811892,51348,10806,6,37971,3
3811893,26210,45459,3,1458,2
3811894,898,64116,4,17894,6
3811895,62575,39032,8,59005,13
3811896,22868,36499,3,42496,0
3811897,45620,58819,3,49708,12
3811898,6313,65349,5,53349,5
3811899,1540,38119,7,33496,8
3811900,2517,7839,15,28157,13
3811901,8007,57508,4,38629,5
3811902,26534,14542,14,37855,15
3811903,36440,2291,3,53818,10
3811904,25523,41404,12,21149,13
3811905,16214,53455,15,15149,13
3811906,12146,3270,6,35294,14
3811907,59483,54211,3,40734,14
3811908,1043,5104,0,64157,13
3811909,17666,9953,1,2820,4
3811910,17892,13898,10,25627,11
3811911,45947,49519,15,27409,1
3811912,49714,13544,8,26541,13
3811913,17297,62529,1,26685,13
3811914,9170,25627,11,36356,4
3811915,4189,59812,4,21582,14
3811916,55126,15987,3,23329,1
3811917,33210,50449,1,38057,9
3811918,13670,44722,2,36550,6
3811919,1842,51147,11,50201,9
3811920,49932,38792,8,58742,6
3811921,5983,47661,13,5460,4
3811922,9939,30754,2,49530,10
3811923,37279,32544,0,46415,15
3811924,55861,16145,1,41317,5
3811925,19376,48247,7,50587,11
3811926,55592,52646,6,31456,0
3811927,63109,47323,11,56553,9
3811928,50505,22101,5,38634,10
3811929,7616,58952,8,58043,11
3811930,42281,59541,5,46936,8
3811931,54412,20607,15,62187,11
3811932,26086,34877,13,64270,14
3811933,57559,62596,4,28311,7
3811934,1192,40616,8,432,0
3811935,52738,37958,6,6235,11
3811936,52064,64787,3,33531,11
3811937,31963,50912,0,30347,11
3811938,1740,9335,7,46818,2
3811939,20105,13112,8,21805,13
3811940,32198,13661,13,17360,0
3811941,26077,10070,6,38992,0
3811942,1809,11405,13,49170,2
3811943,2599,60295,7,43129,9
3811944,61106,31073,1,55265,1
3811945,11688,14209,1,26158,14
3811946,9381,15668,4,18384,0
3811947,17753,1963,11,64205,13
3811948,31587,22703,15,34515,3
3811949,59934,39136,0,12292,4
3811950,53568,28118,6,45990,6
3811951,63487,59994,10,539,11
3811952,63938,33719,7,31498,10
3811953,17425,28016,0,60614,6
3811954,18625,29456,0,37484,12
3811955,20409,48069,5,27495,7
3811956,39316,62254,14,3604,4
3811957,13091,51768,8,35419,11
3811958,28695,18743,7,32972,12
3811959,11815,60023,7,61122,2
3811960,39794,41703,7,62036,4
3811961,9337,39522,2,18811,11
3811962,34762,62450,2,2274,2
3811963,63059,13652,4,5688,8
3811964,20405,62324,4,46187,11
3811965,58007,36712,8,61734,6
3811966,38505,7928,8,14251,11
3811967,60533,7313,1,11038,14
3811968,5081,17598,14,34557,13
3811969,16209,12240,0,38517,5
3811970,35350,22420,4,51776,0
3811971,9530,27643,11,16783,15
3811972,32253,63921,1,14662,6
3811973,18452,28992,0,43996,12
3811974,38951,27335,7,58359,7
3811975,25459,51932,12,5572,4
3811976,29499,34990,14,15020,12
3811977,32594,38557,13,54568,8
3811978,44011,40420,4,26742,6
3811979,39415,11108,4,2910,14
3811980,57723,12990,14,20694,6
3811981,58268,42957,13,26273,1
3811982,300,18844,12,1909,5
3811983,57402,2447,15,60661,5
3811984,6820,51363,3,32863,15
3811985,17934,59162,10,49347,3
3811986,42606,40542,14,51008,0
3811987,41088,37003,11,9751,7
3811988,44274,55787,11,846,14
3811989,46832,63357,13,20181,5
3811990,39818,43667,3,44404,4
3811991,8414,52658,2,29788,12
3811992,23043,11204,4,37952,0
3811993,15159,56378,10,57449,9
3811994,42594,4054,6,7289,9
3811995,4786,24118,6,62760,8
3811996,39414,10205,13,39864,8
3811997,50161,54029,13,52556,12
3811998,47750,12599,7,34773,5
3811999,22829,26578,2,42672,0
3812000,51663,4104,8,31219,3
3812001,27336,43381,5,48659,3
3812002,34530,30586,10,27724,12
3812003,7066,19058,2,5685,5
3812004,2444,32541,13,36496,0
3812005,42069,24103,7,48508,12
3812006,30082,23680,0,63171,3
3812007,31440,26675,3,41397,5
3812008,40226,64290,2,14947,3
3812009,8900,22088,8,27569,1
3812010,13796,27776,0,20425,9
3812011,21038,64062,14,63492,4
3812012,3503,62982,6,24534,6
3812013,38836,57323,11,13338,10
3812014,29594,62505,9,61598,14
3812015,36922,52224,0,27803,11
3812016,51120,65446,6,42324,4
3812017,5858,31916,12,28590,14
3812018,60490,51683,3,7522,2
3812019,31364,47242,10,23679,15
3812020,5715,61956,4,19493,5
3812021,13519,27653,5,59670,6
3812022,64130,41032,8,56809,9
3812023,49973,19568,0,9751,7
3812024,56608,15069,13,53158,6
3812025,53063,16587,11,35758,14
3812026,21,61898,10,60874,10
3812027,50850,35731,3,53555,3
3812028,19843,19438,14,32274,2
3812029,21087,19214,14,1455,15
3812030,11152,65360,0,24683,11
3812031,22265,36214,6,31043,3
3812032,16838,40741,5,35441,1
3812033,55258,29303,7,33432,8
3812034,49631,19092,4,59983,15
3812035,4676,16652,12,60656,0
3812036,23584,27367,7,20483,3
3812037,36328,50336,0,9350,6
3812038,30274,28873,9,19762,2
3812039,7157,29216,0,48313,9
3812040,33812,51055,15,32622,14
3812041,4458,48379,11,63233,1
3812042,14756,15467,11,14818,2
3812043,48905,43293,13,46559,15
3812044,59055,16379,11,2412,12
3812045,35246,57812,4,54594,2
3812046,47186,17781,5,29934,14
3812047,32250,42298,10,46836,4
3812048,31062,22172,12,459,11
3812049,22009,53694,14,40563,3
3812050,11740,49927,7,10990,14
3812051,5086,55648,0,54982,6
3812052,64372,17249,1,57502,14
3812053,222,11762,2,42896,0
3812054,36739,37769,9,60163,3
3812055,60394,45361,1,56105,9
3812056,20546,19777,1,8398,14
3812057,51875,15360,0,52475,11
3812058,52212,9977,9,35828,4
3812059,42068,200,8,38751,15
3812060,39116,32256,0,45643,11
3812061,21552,55869,13,44232,8
3812062,6971,63073,1,22261,5
3812063,40771,26406,6,17232,0
3812064,1271,40949,5,23632,0
3812065,55413,52745,9,61804,12
3812066,4383,52762,10,59256,8
3812067,49987,16047,15,35733,5
3812068,35348,1677,13,22544,0
3812069,10751,53561,9,34152,8
3812070,1545,5165,13,33167,15
3812071,32170,28537,9,13595,11
3812072,55560,12565,5,5184,0
3812073,6405,12541,13,8072,8
3812074,26936,47950,14,46459,11
3812075,26543,43545,9,61819,11
3812076,15765,16893,13,50161,1
3812077,9114,45899,11,54943,15
3812078,50975,27239,7,21305,9
3812079,58084,15159,7,29074,2
3812080,52191,8416,0,48328,8
3812081,32256,56196,4,38468,4
3812082,9164,62363,11,1342,14
3812083,58255,50167,7,3854,14
3812084,63622,42476,12,3181,13
3812085,57390,17120,0,5355,11
3812086,11277,54657,1,124,12
3812087,63304,32780,12,51948,12
3812088,56890,24754,2,33730,2
3812089,53933,22768,0,6518,6
3812090,31807,8068,4,9965,13
3812091,40517,53037,13,58462,14
3812092,21947,52328,8,20100,4
3812093,47294,53800,8,21095,7
3812094,55476,7157,5,13746,2
3812095,7946,19023,15,27114,10
3812096,34637,48086,6,35196,12
3812097,29300,44051,3,28774,6
3812098,60072,35247,15,19684,4
3812099,48493,16917,5,54913,1
3812100,54136,18535,7,41617,1
3812101,22877,53045,5,57957,5
3812102,38659,58667,11,46890,10
3812103,46640,57914,10,29916,12
3812104,10059,38808,8,3135,15
3812105,2569,6812,12,45865,9
3812106,45727,13099,11,19378,2
3812107,28986,36364,12,26055,7
3812108,48849,18599,7,44961,1
3812109,14740,22418,2,51732,4
3812110,41071,27526,6,47900,12
3812111,7246,28851,3,49989,5
3812112,51392,55228,12,26486,6
3812113,36483,3504,0,55104,0
3812114,34075,39863,7,26294,6
3812115,2897,9701,5,63231,15
3812116,24282,8927,15,57325,13
3812117,30882,27295,15,50418,2
3812118,29203,51775,15,20821,5
3812119,18734,1363,3,14748,12
3812120,20997,60720,0,18297,9
3812121,783,1194,10,7675,11
3812122,1553,1579,11,29817,9
3812123,6636,18668,12,5246,14
3812124,19241,3034,10,47955,3
3812125,60875,62444,12,55231,15
3812126,48642,14063,15,29449,9
3812127,35594,57081,9,51136,0
3812128,16054,43607,7,37354,10
3812129,20872,29121,1,2450,2
3812130,22897,37265,1,27695,15
3812131,41811,989,13,39590,6
3812132,41218,2626,2,12102,6
3812133,19074,48325,5,1146,10
3812134,25840,18964,4,59228,12
3812135,25330,22269,13,53802,10
3812136,2890,50530,2,40063,15
3812137,62752,61705,9,61218,2
3812138,51510,32621,13,14584,8
3812139,40177,37610,10,16391,7
3812140,19144,12396,12,57406,14
3812141,7453,11148,12,28171,11
3812142,46652,51819,11,21018,10
3812143,58774,7953,1,46812,12
3812144,17342,41311,15,49163,11
3812145,38008,63070,14,7160,8
3812146,61859,6862,14,65265,1
3812147,31390,64049,1,1555,3
3812148,57195,17621,5,61343,15
3812149,34424,38350,14,9535,15
3812150,3831,7188,4,17138,2
3812151,9812,47753,9,48121,9
3812152,32592,13559,7,4552,8
3812153,38489,9982,14,8422,6
3812154,1029,1800,8,22361,9
3812155,63342,53503,15,26040,8
3812156,50615,23301,5,31455,15
3812157,61934,44026,10,62694,6
3812158,62907,54249,9,33908,4
3812159,47390,9919,15,55231,15
3812160,16005,31347,3,42632,8
3812161,38438,40561,1,19328,0
3812162,22442,18876,12,17338,10
3812163,43091,40067,3,56274,2
3812164,59621,65081,9,15227,11
3812165,55324,19908,4,6008,8
3812166,37417,7233,1,20445,13
3812167,26902,7896,8,13064,8
3812168,55931,22731,11,11797,5
3812169,17106,25637,5,30302,14
3812170,15749,12717,13,8136,8
3812171,37563,64574,14,46701,13
3812172,32365,40774,6,29040,0
3812173,43650,42516,4,14613,5
3812174,45185,4723,3,61812,4
3812175,47792,18370,2,44565,5
3812176,33668,54515,3,37138,2
3812177,61984,46630,6,28331,11
3812178,36008,29745,1,43561,9
3812179,55942,50257,1,19802,10
3812180,32237,53273,9,43491,3
3812181,58844,50890,10,8854,6
3812182,5239,23471,15,60851,3
3812183,57529,43493,5,409,9
3812184,55821,35685,5,3689,9
3812185,21253,6425,9,8929,1
3812186,4837,24948,4,36269,13
3812187,16907,26289,1,46377,9
3812188,63881,49871,15,3405,13
3812189,56496,27924,4,27391,15
3812190,34642,32642,2,13596,12
3812191,65073,36306,2,59618,2
3812192,11388,61842,2,22104,8
3812193,41963,39262,14,57568,0
3812194,15563,43665,1,59677,13
3812195,5234,20904,8,21283,3
3812196,43492,7327,15,58579,3
3812197,21979,54129,1,18372,4
3812198,27633,62757,5,48956,12
3812199,63836,50274,2,4774,6
3812200,28772,50985,9,29906,2
3812201,58735,56537,9,16995,3
3812202,23209,27088,0,55368,8
3812203,55741,64663,7,30993,1
3812204,1472,19429,5,63388,12
3812205,44958,45382,6,42776,8
3812206,49506,16181,5,38420,4
3812207,51393,27267,3,28729,9
3812208,14034,28783,15,37396,4
3812209,29020,64749,13,12038,6
3812210,13182,62202,10,22186,10
3812211,30714,64479,15,44274,2
3812212,23311,21589,5,58358,6
3812213,554,6336,0,49324,12
3812214,58335,56106,10,13144,8
3812215,31214,36719,15,45949,13
3812216,60408,15135,15,62447,15
3812217,33724,39753,9,34343,7
3812218,22099,12952,8,1110,6
3812219,29138,10098,2,48974,14
3812220,19578,37454,14,63370,10
3812221,61018,1478,6,19766,6
3812222,16043,3887,15,23481,9
3812223,42082,49618,2,55769,9
3812224,33016,47349,5,53966,14
3812225,56328,33508,4,34422,6
3812226,41787,6432,0,13204,4
3812227,64541,23923,3,8811,11
3812228,34271,62985,9,60022,6
3812229,20017,10804,4,56008,8
3812230,17814,45690,10,64424,8
3812231,17421,34719,15,23634,2
3812232,63494,3569,1,45056,0
3812233,4862,533,5,48996,4
3812234,59722,45902,14,16201,9
3812235,18369,41336,8,1902,14
3812236,60393,60107,11,685,13
3812237,29048,40100,4,1591,7
3812238,16328,47278,14,39847,7
3812239,30226,65184,0,65122,2
3812240,59541,10238,14,375,7
3812241,45271,55878,6,19407,15
3812242,23635,37458,2,48848,0
3812243,35270,37193,9,39340,12
3812244,20172,32387,3,64142,14
3812245,31421,3747,3,65055,15
3812246,49704,50769,1,59482,10
3812247,12717,42366,14,1844,4
3812248,45331,8805,5,19228,12
3812249,31828,21347,3,31270,6
3812250,31652,57324,12,53945,9
3812251,33900,4866,2,14205,13
3812252,40730,36030,14,49715,3
3812253,10868,35735,7,14268,12
3812254,22681,48341,5,641,1
3812255,13857,38401,1,3983,15
3812256,59260,54527,15,51844,4
3812257,47873,2138,10,57716,4
3812258,1355,50898,2,6830,14
3812259,53838,570,10,46981,5
3812260,42086,36379,11,40374,6
3812261,24199,32221,13,62128,0
3812262,44921,26958,14,60627,3
3812263,11678,45370,10,28495,15
3812264,17948,38270,14,37158,6
3812265,32499,47735,7,27533,13
3812266,34547,21633,1,12749,13
3812267,24005,29719,7,53964,12
3812268,60861,4421,5,19454,14
3812269,50781,15031,7,3152,0
3812270,18449,64159,15,3513,9
3812271,21233,24263,7,1267,3
3812272,33688,9387,11,844,12
3812273,56525,37034,10,56917,5
3812274,26651,548,4,32770,2
3812275,15533,19027,3,21398,6
3812276,30166,43329,1,20338,2
3812277,13727,20091,11,3394,2
3812278,42995,29463,7,51292,12
3812279,7795,64479,15,4132,4
3812280,15403,3533,13,21052,12
3812281,1962,58717,13,5754,10
3812282,26916,64972,12,55389,13
3812283,10439,50596,4,17337,9
3812284,18532,59617,1,58335,15
3812285,35235,18633,9,27719,7
3812286,17982,13082,10,20386,2
3812287,11072,7602,2,50441,9
3812288,23937,44535,7,1499,11
3812289,8499,23402,10,21060,4
3812290,50441,34772,4,13186,2
3812291,54088,31629,13,60358,6
3812292,31454,28609,1,55751,7
3812293,58568,35735,7,52764,12
3812294,46133,31356,12,40822,6
3812295,52680,62039,7,28751,15
3812296,45067,35788,12,32948,4
3812297,59818,51488,0,43269,5
3812298,50455,2383,15,7388,12
3812299,16939,853,5,17094,6
3812300,40663,16837,5,19441,1
3812301,58969,8895,15,11224,8
3812302,6057,32367,15,49861,5
3812303,33787,17805,13,9709,13
3812304,13656,21287,7,50724,4
3812305,41853,62622,14,58103,7
3812306,4051,38815,15,18422,6
3812307,24785,58349,13,4752,0
3812308,8687,21774,14,46905,9
3812309,22900,2091,11,63731,3
3812310,8369,37861,5,32126,14
3812311,47603,5480,8,29004,12
3812312,3380,35030,6,54263,7
3812313,698,42985,9,14936,8
3812314,60634,11644,12,27065,9
3812315,30082,52122,10,12284,12
3812316,63618,36555,11,3550,14
3812317,53479,60717,13,54145,1
3812318,19876,42719,15,49891,3
3812319,33410,52665,9,1410,2
3812320,18331,61191,7,64071,7
3812321,34853,16000,0,39740,12
3812322,52554,42904,8,5045,5
3812323,57774,13191,7,60589,13
3812324,1859,16856,8,47555,3
3812325,29648,31286,6,34651,11
3812326,32749,37777,1,11308,12
3812327,27041,56077,13,44749,13
3812328,40798,42371,3,13230,14
3812329,54590,31479,7,36233,9
3812330,41765,29268,4,28397,13
3812331,2628,25740,12,8799,15
3812332,65325,18749,13,38169,9
3812333,37442,13402,10,50696,8
3812334,11891,7975,7,64156,12
3812335,1206,50361,9,14849,1
3812336,11345,60246,6,14686,14
3812337,38851,21165,13,45670,6
3812338,54618,9548,12,16466,2
3812339,54215,58753,1,45704,8
3812340,21794,40601,9,36630,6
3812341,62132,4569,9,4037,5
3812342,38621,26115,3,60632,8
3812343,19057,4370,2,28190,14
3812344,65207,40802,2,42207,15
3812345,3662,4120,8,59080,8
3812346,40028,53603,3,46903,7
3812347,43594,9468,12,19186,2
3812348,24921,46078,14,11044,4
3812349,21532,58852,4,45151,15
3812350,34815,56688,0,63293,13
3812351,57033,53337,9,3097,9
3812352,4168,12731,11,59729,1
3812353,46932,16160,0,48095,15
3812354,6367,46814,14,8436,4
3812355,61952,7139,3,12533,5
3812356,33865,34946,2,55398,6
3812357,16202,26509,13,51090,2
3812358,58196,46967,7,1878,6
3812359,58633,7646,14,61770,10
3812360,3590,9206,6,6521,9
3812361,34831,14073,9,15840,0
3812362,14944,13658,10,17505,1
3812363,6185,2021,5,32365,13
3812364,3928,3404,12,16316,12
3812365,62493,19043,3,39286,6
3812366,51542,59210,10,54811,11
3812367,34189,39769,9,14310,6
3812368,40753,16287,15,13280,0
3812369,37845,50828,12,50653,13
3812370,5372,54126,14,58997,5
3812371,65377,6910,14,23130,10
3812372,5788,63507,3,65335,7
3812373,63972,41193,9,51498,10
3812374,36689,28088,8,8687,15
3812375,14897,50942,14,6114,2
3812376,42310,38413,13,27910,6
3812377,2967,47806,14,47140,4
3812378,55846,10102,6,24489,9
3812379,20564,32489,9,27751,7
3812380,59118,25861,5,2600,8
3812381,61601,22763,11,57394,2
3812382,31119,40907,11,60458,10
3812383,56439,41483,11,46009,9
3812384,21623,21415,7,28940,12
3812385,11909,17138,2,1397,5
3812386,25756,4464,0,24187,11
3812387,18490,51418,10,43027,3
3812388,29269,59922,2,44850,2
3812389,7588,10094,14,1484,12
3812390,45826,18056,8,20789,5
3812391,21455,6538,10,55568,0
3812392,30588,56476,12,53236,4
3812393,22605,62159,15,16568,8
3812394,33855,2385,1,49918,14
3812395,6176,43585,1,825,9
3812396,22200,40735,15,36363,11
3812397,16211,43557,5,21837,13
3812398,58019,7157,5,12413,13
3812399,26906,65450,10,22057,9
3812400,18899,33012,4,49511,7
3812401,11621,16013,13,32922,10
3812402,44211,19293,13,2644,4
3812403,62583,46161,1,17206,6
3812404,13879,25218,2,22151,7
3812405,25450,13116,12,2705,1
3812406,57855,57805,13,32384,0
3812407,15942,7731,3,61574,6
3812408,164,31945,9,22092,12
3812409,58484,46541,13,57924,4
3812410,33208,55836,12,11301,5
3812411,47835,29742,14,28246,6
3812412,13899,55018,10,47387,11
3812413,21665,13396,4,32106,10
3812414,35592,63794,2,39144,8
3812415,4687,53137,1,26774,6
3812416,22339,38155,11,14831,15
3812417,2373,29354,10,30054,6
3812418,24091,23310,14,19539,3
3812419,17813,41252,4,11132,12
3812420,26412,47038,14,31903,15
3812421,36325,28341,5,46120,8
3812422,44650,63850,10,23967,15
3812423,1296,7075,3,53316,4
3812424,49576,7916,12,13839,15
3812425,45996,16202,10,60343,7
3812426,51307,54357,5,1359,15
3812427,9948,12537,9,56342,6
3812428,32945,46517,5,62535,7
3812429,18027,44980,4,12771,3
3812430,57022,54348,12,15004,12
3812431,29817,1426,2,16103,7
3812432,33253,15160,8,11933,13
3812433,18763,17422,14,30853,5
3812434,25624,7840,0,19524,4
3812435,35589,4795,11,10273,1
3812436,53051,1335,7,11206,6
3812437,44977,18723,3,41228,12
3812438,65155,14997,5,48307,3
3812439,51720,54179,3,49181,13
3812440,19472,24187,11,28959,15
3812441,13928,31197,13,9715,3
3812442,5645,41314,2,32693,5
3812443,16632,31462,6,60896,0
3812444,59056,63072,0,51020,12
3812445,25725,22882,2,12291,3
3812446,27777,37057,1,49782,6
3812447,4240,9380,4,42891,11
3812448,13100,60872,8,57045,5
3812449,17998,55510,6,47920,0
3812450,26616,43499,11,58433,1
3812451,14907,32881,1,51385,9
3812452,32926,5240,8,1416,8
3812453,40665,54418,2,51289,9
3812454,39582,17593,9,28043,11
3812455,55011,50286,14,36761,9
3812456,30406,32021,5,60926,14
3812457,37719,15517,13,32723,3
3812458,18989,37925,5,18600,8
3812459,9099,1444,4,56700,12
3812460,14442,7334,6,34263,7
3812461,6020,4375,7,38374,6
3812462,51467,6531,3,24181,5
3812463,56205,62725,5,47028,4
3812464,38801,13488,0,19600,0
3812465,60201,6681,9,41643,11
3812466,53172,33111,7,24836,4
3812467,33197,11060,4,20683,11
3812468,36264,8397,13,27656,8
3812469,3607,34487,7,5163,11
3812470,42332,44197,5,15053,13
3812471,7634,9458,2,44478,14
3812472,5355,40849,1,31935,15
3812473,44048,43837,13,60426,10
3812474,13861,1530,10,30701,13
3812475,38950,13813,5,26789,5
3812476,62715,8455,7,9796,4
3812477,56683,60733,13,50774,6
3812478,47650,9646,14,13133,13
3812479,15026,9262,14,32983,7
3812480,40843,48640,0,1516,12
3812481,50107,26898,2,1952,0
3812482,40295,57807,15,8670,14
3812483,290,45019,11,53768,8
3812484,14362,38986,10,15319,7
3812485,58043,40948,4,33907,3
3812486,13433,50141,13,13272,8
3812487,47634,5086,14,46782,14
3812488,28388,54602,10,50271,15
3812489,4387,63416,8,5119,15
3812490,16455,31959,7,63383,7
3812491,15089,26778,10,3413,5
3812492,34176,18539,11,34531,3
3812493,30025,4673,1,59057,1
3812494,50598,27351,7,63825,1
3812495,63755,41482,10,47177,9
3812496,47351,31955,3,13278,14
3812497,8281,14785,1,403,3
3812498,28402,10830,14,42455,7
3812499,96,41580,12,10527,15
3812500,8925,53464,8,24307,3
3812501,56747,5284,4,7981,13
3812502,13157,44675,3,64867,3
3812503,17706,31716,4,12822,6
3812504,56552,45849,9,36850,2
3812505,60493,38342,6,57412,4
3812506,29725,51529,9,1199,15
3812507,14265,5309,13,27435,11
3812508,40207,63317,5,54146,2
3812509,3210,35717,5,13276,12
3812510,27031,40903,7,5893,5
3812511,58397,19736,8,48193,1
3812512,49668,39494,6,40912,0
3812513,41999,19914,10,42220,12
3812514,49057,17666,2,55254,6
3812515,31119,55739,11,41712,0
3812516,50527,26142,14,65035,11
3812517,24367,14782,14,42084,4
3812518,55949,43244,12,51328,0
3812519,35296,13027,3,2080,0
3812520,41939,50421,5,34561,1
3812521,29121,13988,4,29544,8
3812522,44888,33741,13,35559,7
3812523,26849,57960,8,34528,0
3812524,2366,41652,4,15560,8
3812525,45898,19186,2,10263,7
3812526,35852,6628,4,38470,6
3812527,45188,8184,8,25853,13
3812528,54614,49598,14,45587,3
3812529,56609,16544,0,1468,12
3812530,30319,54080,0,19402,10
3812531,39508,23794,2,59950,14
3812532,33163,5076,4,9005,13
3812533,72,9581,13,122,10
3812534,9318,58397,13,57868,12
3812535,12563,11625,9,34961,1
3812536,42116,32233,9,32566,6
3812537,28061,20809,9,9468,12
3812538,31453,2977,1,24011,11
3812539,55088,7128,8,33555,3
3812540,38212,5616,0,52549,5
3812541,39285,10421,5,43956,4
3812542,55866,16791,7,21158,6
3812543,23022,12969,9,57153,1
3812544,7830,15838,14,28156,12
3812545,52702,6834,2,45772,12
3812546,29866,29717,5,24167,7
3812547,2185,45561,9,65237,5
3812548,12815,35428,4,14899,3
3812549,20855,43791,15,430,14
3812550,25253,10966,6,9557,5
3812551,17917,49879,7,10656,0
3812552,61341,30467,3,65191,7
3812553,10101,24869,5,9199,15
3812554,32825,65232,0,12021,5
3812555,62870,31516,12,19221,5
3812556,52248,9723,11,678,6
3812557,32276,49497,9,40366,14
3812558,37683,43386,10,51985,1
3812559,53440,9198,14,39849,9
3812560,50006,10852,4,25633,1
3812561,9669,19655,7,42199,7
3812562,3377,63838,14,61867,11
3812563,49436,46818,2,26899,3
3812564,16063,54167,7,48330,10
3812565,55153,60030,14,21427,3
3812566,42102,59138,2,2778,10
3812567,6091,50561,1,30066,2
3812568,34107,42863,15,56837,5
3812569,39110,10440,8,22432,0
3812570,65338,3525,5,50485,5
3812571,55091,52712,8,53608,8
3812572,50052,23102,14,34631,7
3812573,34169,52619,11,5810,2
3812574,30651,3946,10,39400,8
3812575,13558,31160,8,2930,2
3812576,30552,23607,7,24351,15
3812577,15886,40205,13,41095,7
3812578,7952,47036,12,38477,13
3812579,20069,59261,13,51361,1
3812580,22773,48956,12,23057,1
3812581,15775,36583,7,61686,6
3812582,26483,54809,9,29632,0
3812583,4754,40324,4,15394,2
3812584,28344,52452,4,3060,4
3812585,16313,52653,13,30662,6
3812586,32210,27343,15,8174,14
3812587,2955,20265,9,17279,15
3812588,16180,57837,13,64279,7
3812589,10779,35966,14,15439,15
3812590,22167,48156,12,64121,9
3812591,9358,48975,15,46252,12
3812592,30479,30551,7,20640,0
3812593,44090,49408,0,57469,13
3812594,19042,64480,0,7803,11
3812595,44884,43022,14,33641,9
3812596,4922,30950,6,15595,11
3812597,62589,6795,11,16124,12
3812598,51644,23824,0,9036,12
3812599,57851,27830,6,29912,8
3812600,21612,62413,13,40492,12
3812601,37374,19128,8,22465,1
3812602,2386,659,3,31839,15
3812603,49285,24625,1,21194,10
3812604,26470,29182,14,59427,3
3812605,11049,29336,8,63180,12
3812606,28563,48084,4,1762,2
3812607,61228,49469,13,16623,15
3812608,6837,25711,15,56539,11
3812609,2531,34936,8,10040,8
3812610,26276,54921,9,61411,3
3812611,39821,54714,10,36758,6
3812612,36953,61934,14,56678,6
3812613,62981,28384,0,34937,9
3812614,51409,30830,14,55552,0
3812615,45513,55603,3,18306,2
3812616,10713,61090,2,10962,2
3812617,56254,64306,2,29518,14
3812618,56646,31136,0,729,9
3812619,41737,21206,6,31906,2
3812620,56545,41869,13,871,7
3812621,19171,62462,14,4401,1
3812622,59118,21530,10,22051,3
3812623,39296,52645,5,1547,11
3812624,16944,60990,14,13591,7
3812625,43232,18748,12,255,15
3812626,29740,9271,7,32793,9
3812627,6271,26088,8,48443,11
3812628,57478,25235,3,38542,14
3812629,27764,28855,7,41597,13
3812630,22577,62988,12,39943,7
3812631,1377,44192,0,42868,4
3812632,32451,58509,13,1121,1
3812633,64169,19655,7,36623,15
3812634,51866,59008,0,59412,4
3812635,9333,63920,0,55632,0
3812636,36453,53222,6,24952,8
3812637,47530,469,5,60656,0
3812638,18777,56576,0,22424,8
3812639,50615,44580,4,20832,0
3812640,13563,40503,7,6068,4
3812641,35257,19486,14,49783,7
3812642,54460,5080,8,32953,9
3812643,24751,25784,8,12290,2
3812644,61072,24735,15,31508,4
3812645,31551,60645,5,19329,1
3812646,40056,41817,9,63581,13
3812647,19311,63846,6,63374,14
3812648,29314,19183,15,41844,4
3812649,28479,21000,8,5914,10
3812650,62733,30210,2,57489,1
3812651,23051,2591,15,59644,12
3812652,39455,51211,11,1243,11
3812653,15716,16740,4,45374,14
3812654,7225,50461,13,19907,3
3812655,57397,28227,3,12611,3
3812656,4061,33071,15,3044,4
3812657,38738,34493,13,49246,14
3812658,597,30388,4,52841,9
3812659,18280,4859,11,64416,0
3812660,45520,19624,8,10622,14
3812661,16796,18208,0,59216,0
3812662,19843,51939,3,12127,15
3812663,24369,43121,1,21619,3
3812664,51581,38181,5,49886,14
3812665,6867,5234,2,35693,13
3812666,52703,28630,6,8273,1
3812667,60943,3979,11,7096,8
3812668,20543,29422,14,50452,4
3812669,8408,53337,9,37806,14
3812670,48906,31321,9,15815,7
3812671,1986,31410,2,44221,13
3812672,18359,44512,0,62242,2
3812673,8489,40056,8,21724,12
3812674,9230,41757,13,14488,8
3812675,41567,56448,0,47179,11
3812676,39699,262,6,51330,2
3812677,39301,41337,9,18290,2
3812678,29322,43047,7,46729,9
3812679,40801,17173,5,12756,4
3812680,42674,28630,6,46292,4
3812681,24666,29595,11,26748,12
3812682,62084,38003,3,25983,15
3812683,2950,34162,2,15392,0
3812684,27732,33943,7,43055,15
3812685,11516,24985,9,20503,7
3812686,54738,33744,0,16547,3
3812687,40959,34365,13,62778,10
3812688,14539,19082,10,10029,13
3812689,51832,47332,4,40574,14
3812690,25852,42318,14,62726,6
3812691,45537,4671,15,61715,3
